id,class
533,1
534,1
535,0
536,1
537,1
538,1
539,1
540,0
541,0
542,1
543,1
544,1
545,1
546,0
547,0
548,0
549,0
550,0
551,1
552,1
553,0
554,0
555,1
556,1
557,0
558,0
559,0
560,0
561,1
562,0
563,0
564,0
565,0
566,0
567,0
568,1
569,0
570,1
571,0
572,0
573,1
574,0
575,1
576,1
577,1
578,0
579,1
580,1
581,0
582,1
583,0
584,1
585,1
586,1
587,1
588,0
589,1
590,0
591,1
592,0
593,0
594,0
595,0
596,0
597,1
598,0
599,1
600,0
601,1
602,0
603,1
604,0
605,1
606,1
607,1
608,0
609,1
610,1
611,0
612,0
613,1
614,1
615,0
616,1
617,0
618,0
619,0
620,0
621,0
622,1
623,1
624,1
625,1
626,0
627,0
628,1
629,1
630,0
631,1
632,1
633,0
634,0
635,1
636,0
637,0
638,0
639,0
640,0
641,1
642,1
643,1
644,1
645,1
646,0
647,1
648,1
649,0
650,0
651,1
652,0
653,0
654,0
655,0
656,1
657,1
658,0
659,0
660,1
661,1
662,1
663,1
664,0
665,1
666,1
667,0
668,0
669,1
670,0
671,0
672,1
673,0
674,1
675,1
676,0
677,0
678,0
679,0
680,0
681,0
682,1
683,0
684,0
685,0
686,1
687,0
688,1
689,0
690,0
691,1
692,1
693,1
694,1
695,0
696,1
697,1
698,0
699,0
700,0
701,1
702,1
703,1
704,1
705,1
706,0
707,1
708,0
709,1
710,0
711,1
712,1
713,0
714,1
715,1
716,1
717,1
718,0
719,1
720,1
721,1
722,1
723,0
724,1
725,0
726,0
727,0
728,1
729,1
730,1
731,0
732,1
733,1
734,1
735,0
736,0
737,1
738,1
739,0
740,0
741,1
742,1
743,0
744,1
745,0
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,0
754,0
755,1
756,1
757,1
758,1
759,0
760,0
761,0
762,0
763,0
764,0
765,1
766,1
767,1
768,1
769,0
770,0
771,1
772,1
773,0
774,1
775,0
776,1
777,1
778,1
779,1
780,1
781,1
782,0
783,1
784,1
785,0
786,1
787,0
788,1
789,1
790,1
791,0
792,0
793,1
794,0
795,0
796,1
797,0
798,1
799,0
800,0
801,1
802,0
803,1
804,1
805,1
806,1
807,0
808,1
809,1
810,1
811,1
812,1
813,0
814,1
815,1
816,1
817,1
818,0
819,1
820,1
821,0
822,1
823,0
824,0
825,1
826,1
827,0
828,1
829,0
830,0
831,1
832,0
833,1
834,0
835,0
836,0
837,0
838,1
839,1
840,0
841,0
842,0
843,1
844,1
845,0
846,1
847,0
848,1
849,0
850,1
851,0
852,1
853,0
854,1
855,1
856,1
857,1
858,1
859,0
860,1
861,1
862,1
863,0
864,1
865,1
866,1
867,0
868,1
869,0
870,0
871,1
872,1
873,1
874,0
875,0
876,1
877,1
878,1
879,1
880,1
881,0
882,1
883,0
884,1
885,0
886,0
887,1
888,0
889,0
890,1
891,1
892,1
893,0
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,1
903,0
904,0
905,0
906,0
907,1
908,1
909,0
910,1
911,1
912,1
913,1
914,0
915,1
916,1
917,1
918,0
919,0
920,1
921,1
922,0
923,0
924,1
925,1
926,1
927,1
928,0
929,0
930,0
931,1
932,0
933,0
934,1
935,0
936,0
937,1
938,0
939,1
940,1
941,1
942,0
943,0
944,1
945,1
946,1
947,1
948,0
949,0
950,1
951,0
952,0
953,1
954,0
955,1
956,1
957,1
958,0
959,0
960,1
961,1
962,0
963,0
964,1
965,1
966,0
967,1
968,1
969,1
970,1
971,1
972,1
973,1
974,0
975,0
976,0
977,1
978,0
979,0
980,1
981,0
982,0
983,1
984,1
985,0
986,0
987,0
988,1
989,1
990,0
991,1
992,1
993,0
994,1
995,0
996,1
997,1
998,1
999,0
